;Zeitstempel;Wie alt sind Sie?;In welchem Gebiet leben Sie aktuell (in etwa)?;Aus welchem Gebiet stammen Sie (in etwa)?;acheln;Aschpes;baldowern;beganneft;Boker;dibbern / diwwern;Goi;kapores;lau;lugen / louen ;malochen;Reibach / Rebbes;schaskeln;Schawwes;schicker / beschickert;Schmu;Schores;Stuss;Toches / Dokes;tof;weisen ;Zores;Woher kennen Sie die Wörter? (Mehrfachnennung möglich);Wussten Sie, dass diese Wörter aus dem Jiddischen stammen?
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 1:59:05 PM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;2;17;0;0;0;0;0;2;0;0;;0;2;bei keinen
;2020/09/13 7:46:01 PM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;1 ;0;0;0;0;0;3;;2;3, 18 ;0;0;2 ;8, 31;0;2;0;0;;3, 10 ;"3;1;2";bei keinen
;2020/09/14 12:13:50 AM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;1 ;0;0;1;1;0;0;0;1;0;0;1;0;0;;0;"3;1;2";bei keinen
;2020/09/13 7:44:46 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;22;0;0;2;gucken;2;0;0;0;2;4;0;2;0;0;;6;"3;1";bei keinen
;2020/09/13 8:54:21 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;6;0;0;0;0;23;17;3;2;Gucken schauen sehen;2;17;0;0;2;10;0;3;0;0;;6;2;bei keinen
;2020/09/13 9:14:30 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;0;0;1;;2;1;0;0;0;2;1 ;2;0;0;zeigen;3;"3;1";bei keinen
;2020/09/13 9:23:50 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;2, 3;Gucken;2;2;0;0;2;2;3;2;0;0;Den Weg zeigen ;14, 18;"3;1";bei keinen
;2020/09/13 11:16:49 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;2;17;0;0;2;2;0;2;0;0;;7, 21;3;bei keinen
;2020/09/14 11:37:44 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;1;0;0;0;0;24;0;0;2;;2;2;0;0;2;2;0;2;0;0;;6, 11;3;bei keinen
;2020/09/14 7:43:52 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;1;bei keinen
;2020/09/20 9:16:37 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;3;gucken, schauen;2;2, 21;0;0;2;7, 24;20;2;0;0;1;5, 15;"3;1;2";bei keinen
;2020/09/13 8:12:22 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;1 ;;2;2;0;0;2 ;1;0;2;0;0;;6 ;1;bei keinen
;2020/09/13 8:12:40 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;1 ;0;0;16;;2;2;0;0;2;8;0;2;0;0;;2, 14;3;bei keinen
;2020/09/13 8:18:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;1  ;5;0;0;25;1;0;2;schauen,  gucken;2;2, 14;1 ;1 ;2;6, 8;1 ;2;9;0;zeigen;3, 7;"3;1;2";bei keinen
;2020/09/13 8:29:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;0;0;1 ;1 ;2;2;1 ;5 ;2 ;21;1 ;2 ;0;0; ;3;"3;1;2";bei keinen
;2020/09/13 9:58:26 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;17;Gucken;2;9 ;0;0;2;2;1;2;0;0;;5, 23;"3;1";bei keinen
;2020/09/14 1:14:03 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;0;0;0;0;17;0;0;;2;0;0;0;2 ;0;14;2 ;0;0;;24;"3;1";bei keinen
;2020/09/17 12:25:45 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;2;;2;2;0;0;0;2;0;2;0;0;;3;"1;2";bei keinen
;2020/09/11 8:16:25 PM OEZ;jünger als 15 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;Reinschauen ;2;1;0;0;2;2, 32;0;2;0;0;1;5, 6;1;bei keinen
;2020/09/13 7:45:39 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;28;0;0;0;18;3;0;;2;2;0;0;2;9, 18;3;2;0;0;;8;"3;1";bei manchen
;2020/09/13 7:51:41 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;9;0;0;2;;2;2;0;0;2 ;0;0;2;0;0;;3;1;bei manchen
;2020/09/13 9:55:07 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;0;0;2;gucken;2;2;3;0;2;6, 15;11;2;0;0;;6;"3;1;2";bei manchen
;2020/09/13 10:02:02 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;3;0;2;kucken;2;2;3;0;2;6;21;2;0;0;;3, 6;"3;1";bei manchen
;2020/09/13 10:21:05 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;17;sehen/schauen;2;17;0;0;2;2;0;2;0;0;zeigen;13;"3;1";bei manchen
;2020/09/14 3:18:32 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;0;Gucken ;2;17;0;0;1;2;0;2;0;0;;14;"3;2";bei manchen
;2020/09/17 12:47:07 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;12;0;0;0;0;0;2;;2;2;0;0;2;1;12;2;2;0;;2;"3;1";bei manchen
;2020/09/13 9:22:08 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;3;0;2;;2;2 ;0;0;2 ;19;0;22;0;0;;3;"3;1;2";bei manchen
;2020/09/14 11:33:36 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;3;0;3;;2;2;0;8;2;4;0;2;0;0;Lehren, beibringen;6;Aus Büchern,  gesprächen mit anderen leuten;bei manchen
;2020/09/14 10:14:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;1;0;2;1;2;17;0;1;2;1;0;2;0;0;1;8, 11;"1;2";bei manchen
;2020/09/21 4:27:41 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;5;0;0;0;3;3;2;gucken;2;2;0;0;2;8;0;2;0;0;;11, 14;"3;1;Bücher meines verstorbenen Vaters Herbert Roth, Kleines Wörterbuch der Lahnsteiner Mundart und Lahnsteiner Kulturgeschichte im Spiegel der Mundart";bei manchen
;2020/09/13 8:32:47 PM OEZ;70 - 90 Jahre;Koblenz;Koblenz;2;0;5, 11;0;0;0;0;0;6;;2;2;1;0;2;6;0;2, 3;2;0;zeigen erklären ;3;1;bei manchen
;2020/09/13 9:59:40 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;0;0;1;;1;1;0;0;1;1;1;1;0;0;;1;"3;1;2";bei vielen
;2020/09/13 10:24:57 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;5;0;0;0;3;0;2;sehen/ansehen;2;2;0;3;2 ;8;0;2 ;2;0;;3;"3;1";bei vielen
;2020/09/13 8:15:54 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;2, 15;;2;2;1;0;2;8;1;2;0;0;;6;"1;teilweise Umgangssprache in Koblenz";bei vielen
;2020/09/13 9:01:39 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;2;;2;2;0;0;2;8;0;2;0;0;;3;"3;1;2";bei vielen
;2020/09/13 10:36:37 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;7;1;5;0;0;1;1;1;2;schauen;2;2;0;1;2;1;1;2;0;0;1;3;"3;1;2";bei vielen
;2020/09/14 12:29:28 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;1;0;0;0;0;0;0;;2;2;0;0;2;1;0; 2;0;0;;6;"1;2";bei vielen
;2020/09/14 12:46:51 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;5;0;2;9;3;3, 10;2;schauen, gucken;2;2;2;3, 7;2 ;8;13;2;2;2;zeigen;3, 6;"3;1";bei vielen
;2020/09/14 1:14:44 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;3;0;0;;2;2, 6;0;0;2;7;0;2;0;0;;3;"3;1;2";bei vielen
;2020/09/14 6:08:45 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;3;0;2;schauen;2;17;0;3;2;8;0;2;0;0;;3;"3;1;2";bei vielen
;2020/09/14 8:44:06 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;22;0;1;1;2;2;3;0; 2;10;0;3;0;0;;5;"3;1;2";bei vielen
;2020/09/15 11:21:29 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;1;1;0;1;11;0;2;;2;2;0;3;2;30;0;2;0;0;;3;"3;1";bei vielen
;2020/09/14 10:33:47 PM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;3;lügen;0;0;0;0;0;0;1;2;0;1;;1;"1;2";bei wenigen
;2020/09/13 8:36:05 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2, 5;0;0;0;0;0;2;Schauen;2;2;0;0;2;2;0;2 ;0;0;;21;3;bei wenigen
;2020/09/14 8:49:39 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;5;0;0;0;0;0;2;Sehen;2;2;0;0;2;8, 9;11;2;0;0;;3, 6;3;bei wenigen
;2020/09/14 12:49:39 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;0;0;1 ;;1;1 ;0;0;1 ;1;0;1 ;0;0;Weise mir mal  der Weg;1;"3;1";bei wenigen
;2020/09/14 5:55:16 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;1;0;0;1;0;0;2;1;2;2;0;0;2;24;1;2;0;0;;3;"3;1";bei wenigen
;2020/09/14 7:37:42 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;1;;2;1;0;0;2;9;0;2;0;0;;3;"3;1";bei wenigen
;2020/09/13 7:58:27 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;2;;2;2;0;0;2;0;0;2;0;0;;3;"3;1";bei wenigen
;2020/09/14 1:09:16 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;1;11, 14;0;0;0;0;0;1;Gucken;2;2, 6;0;0;2;10, 15;1;2;0;0;;3 ;"3;1;2";bei wenigen
;2020/09/14 8:53:14 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;0;0;1;;2;1;0;0;1;1;0;1;0;0;;1;"3;1";bei wenigen
;2020/09/14 10:20:57 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;12, 14;0;0;0;3;3;3, 14;Schauen;2;2;0;3;2;11;0;2;0;0;;3, 6,;3;bei allen
;2020/09/14 10:55:41 AM OEZ;70 - 90 Jahre;Koblenz;Koblenz;2;0;18;2;0;0;3, 8;0;2;Schauen;2;6;0;0; 2;9;0;2 ;0;1;;3, 6;"3;2";bei allen
;2020/09/16 10:14:04 AM OEZ;70 - 90 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;19;0;3;aufspüren oder Hinterhalt ;2;17;0;0;2;8;8;2;1;0;;3;"3;1";bei allen
kein moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/13 7:45:45 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Koblenz;0;0;0;0;0;0;0;0;0;;2;1;0;0;2;0;1;2;0;0;;11;1;bei vielen
;2020/09/15 2:37:53 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Koblenz;0;0;5;0;0;12;3, 22;0;0;schauen;2;2;0;0;2;11;0;2;0;0;;6;"3;1;Jüdische Literatur";bei vielen
anderes moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 3:02:39 PM OEZ;15 - 30 Jahre;anderes moselfränkisches Sprachgebiet;Koblenz;0;0;1 ;0;0;0;0;0;2;Schauen ;2;0;0;1;0;2;1;2;0;0;Zeigen;14;"3;1;2";bei keinen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 6:17:06 PM OEZ;15 - 30 Jahre;Wittlich;Koblenz;0;1;1;0;0;1;0;1;0;Vosichtig schauen;2;5;0;0;2;1;1;2;0;0;;5, 11, 14;"3;1";bei keinen
;2020/09/13 8:06:57 PM OEZ;50 - 70 Jahre;Wittlich;Koblenz;0;0;1;0;0;0;1;0;1;;1;1;1;0;1;1;1;1;0;0;;1;"3;1";bei vielen
;2020/09/12 9:10:11 PM OEZ;50 - 70 Jahre;Wittlich;Koblenz;0;0;5;0;0;0;0;0;2;Schauen,;2;2;7;0;2;30;0;2;0;0;Zeigen;3;"3;1";bei wenigen
anderes moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:46:45 AM OEZ;50 - 70 Jahre;Saarlouis;anderes moselfränkisches Sprachgebiet;0;0;1 ;0;0;0;0;0;0;Sehen/Schauen;2;1 ;0;0;0;1;0;1;0;0;;1;1;bei keinen
;2020/09/10 5:38:59 PM OEZ;50 - 70 Jahre;Saarlouis;anderes moselfränkisches Sprachgebiet;2;0;5;0;0;0;0;3;0;schauen;2;2;0;0;2;8;0;2;2;0;in eine bestimmte Richtung zeigen;3, 6;"3;1";bei manchen
anderes moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 4:35:11 PM OEZ;15 - 30 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;bei keinen
;2020/09/09 3:41:14 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;1;0;0;2, 3;;2;2;0;0;2;8, 9;0;2;0;0;;13;"3;1";bei keinen
;2020/09/13 9:05:55 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;5;0;6;0;0;0;3;schauen;2;15;0;0;0;8;0;2;0;0;zeigen;6;3;bei keinen
;2020/09/14 6:22:48 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;0;Gucken;2;0;0;0;0;2;0;2;0;0;;1;"3;1";bei keinen
;2020/09/07 1:13:15 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;2;0;Gucken ;2;0;0;0;0;1 ;0;2;0;0;;0;"3;2";bei manchen
;2020/09/10 4:47:11 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;2;0;0;10;0;0;4;Gucken;2;17;0;3;2;8;0;2;2;1;Etwas zeigen;5 ;"3;1";bei manchen
;2020/09/13 10:34:25 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;1;;2;0;0;0;2;2;0;2;0;0;Zeigen;0;2;bei manchen
;2020/09/11 7:07:40 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;5;0;0;1;0;2;2;schauen;2;6;0;0;2;2;1;2;0;0;;6;"1;2";bei manchen
;2020/09/13 5:20:33 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;5;0;0;0;3;0;2;1;2;17;0;3;2;0;0;2;0;7;;3;"3;1";bei manchen
;2020/09/14 1:22:54 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;25;0;0;0;0;0;0;;2;2;0;0;2;11;19;2;0;0;Zeigen;3, 7;"3;1;2";bei vielen
;2020/09/14 2:35:56 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;2;0;0;0;0;0;2;;2;2;0;0;2;24, 26;5;2;1;0;zeigen;6, 23;"3;1;2";bei vielen
;2020/09/14 6:28:04 PM OEZ;30 - 50 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;2;0;0;0;3;0;2;Schauen;2;2;0;0;2, 7;2, 8;0;2;0;0;;6, 21;"3;1";bei vielen
;2020/09/07 6:20:38 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;5;0;0;0;0;0;3;Gucken;2;2;0;0;0;28;0;2;0;0;Zeigen;5;"3;1;2";bei wenigen
;2020/09/07 11:47:59 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;0;0;1;0;1;1;0;0;1;1;1;1 ;0;0;1;1 ;1 ;1 ;0;0;1 ;1 ;"3;1";bei wenigen
;2020/09/14 6:30:54 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;2;0;12;0;0;0;0;3;0;anschauen;2;17;0;0;2;1;0;2;7;0;;5;"3;1";bei wenigen
;2020/09/14 9:13:22 PM OEZ;70 - 90 Jahre;anderes moselfränkisches Sprachgebiet;anderes moselfränkisches Sprachgebiet;4;0;12;0;0;20;0;0;2;;2;2;0;0;0;30;0;2;0;0;;25;1;bei wenigen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/13 8:08:12 PM OEZ;30 - 50 Jahre;Koblenz;anderes moselfränkisches Sprachgebiet;2;0;2;0;0;1;0;0;2;Schauen;2;2;0;0;2 ;31;3;2;0;0;;3;3;bei manchen
;2020/09/14 1:42:15 PM OEZ;50 - 70 Jahre;Koblenz;anderes moselfränkisches Sprachgebiet;0;0;3;0;0;0;0;0;2;Schauen;2;2;0;0;2;30;0;2;0;0;;7;3;bei manchen
;2020/09/14 7:49:40 AM OEZ;30 - 50 Jahre;Koblenz;anderes moselfränkisches Sprachgebiet;0;0;12;0;0;0;0;0;2;;2;21;0;0;0;0;0;0;0;0;;0;"3;2";bei vielen
;2020/09/13 9:09:49 PM OEZ;30 - 50 Jahre;Koblenz;anderes moselfränkisches Sprachgebiet;0;0;5;0;0;0;0;0;1;aus etwas heraus schauen/ an etwas vorbei schauen;2;2;0;0;2, 7;23, 26;0;2;0;0;;3, 6;"3;1";bei wenigen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 1:49:26 PM OEZ;30 - 50 Jahre;Trier;anderes moselfränkisches Sprachgebiet;0;0;7, 9;0;0;0;0;0;2;Schauen;2;17;0;0;2;2;0;2;0;0;Zeigen;13;"3;1";bei manchen
;2020/09/09 9:34:03 PM OEZ;30 - 50 Jahre;Trier;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;0;;2;2;0;0;0;0;0;2;0;0;zeigen;3;"3;1";bei manchen
;2020/09/08 12:34:56 AM OEZ;50 - 70 Jahre;Trier;anderes moselfränkisches Sprachgebiet;0;0;1;0;0;0;3;1 ;2;;2;2 ;0;1 ;1 ;11;1;2;0;0;;11;"3;1;2";bei vielen
;2020/09/14 6:44:29 PM OEZ;50 - 70 Jahre;Trier;anderes moselfränkisches Sprachgebiet;0;0;1 ;0;0;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1;"1;2";bei vielen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 10:14:15 PM OEZ;30 - 50 Jahre;Wittlich;anderes moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;2;Gucken?;2;1;0;0;2;1;0;2;0;0;Zeigen;1;3;bei keinen
;2020/09/12 8:25:02 AM OEZ;30 - 50 Jahre;Wittlich;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;1;;2;17 ;0;0;11;1 ;0;2;8;0;Zeigen ;6;1;bei keinen
;2020/09/12 4:33:01 PM OEZ;30 - 50 Jahre;Wittlich;anderes moselfränkisches Sprachgebiet;0;0;12;0;0;0;0;0;2;schauen;2;9;0;0;2;8;0;2 ;0;0;erklären ;6;"3;1;2";bei keinen
;2020/09/11 11:38:31 PM OEZ;50 - 70 Jahre;Wittlich;anderes moselfränkisches Sprachgebiet;0;0;11, 12;0;0;0;0;0;2;Schauen;2;17 ;0;0;2;8;0;2 ;0;0;Etwas zeigen ;6;"3;1;2";bei wenigen
Merzig;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 9:53:58 PM OEZ;50 - 70 Jahre;Merzig;anderes moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;2;Schauen ;2;0;0;0;0;15;0;2;2;0;Zeigen;0;"3;Luxemburgische Sprache ";bei keinen
Merzig;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:38:33 AM OEZ;15 - 30 Jahre;Saarlouis;Merzig;0;0;0;0;0;0;0;0;16;Schauen, ansehen;0;0;0;0;0;0;0;2;0;0;;0;1;bei keinen
;2020/09/07 1:56:28 PM OEZ;15 - 30 Jahre;Saarlouis;Merzig;0;0;0;0;0;0;0;0;2;Gucken;2;0;0;0;0;2, 8;0;2;2;0;Zeigen;6;"3;1;2";bei keinen
;2020/09/07 10:56:11 AM OEZ;50 - 70 Jahre;Saarlouis;Merzig;0;0;5;0;0;1;0;0;3;schauen;2;2;0;1;2;1;1;2;0;0;zeigen;5;"3;2";bei keinen
;2020/09/07 8:19:57 PM OEZ;50 - 70 Jahre;Saarlouis;Merzig;0;0;0;0;0;0;0;0;1;;2;1;0;0;2 ;1;0;2;0;0;;5 ;"3;1";bei keinen
;2020/09/08 6:53:39 AM OEZ;50 - 70 Jahre;Saarlouis;Merzig;0;0;0;0;0;0;0;0;1;;2;1;0;0;2 ;1;0;2;0;0;;5 ;"3;1";bei keinen
;2020/09/08 8:45:47 PM OEZ;50 - 70 Jahre;Saarlouis;Merzig;0;0;1;0;0;0;0;3, 6;0;Schauen;2;2;0;0;0;6;0;3;2;0;Zeigen;5;"3;1";bei keinen
;2020/09/07 11:08:01 AM OEZ;15 - 30 Jahre;Saarlouis;Merzig;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;;0;2;bei manchen
;2020/09/07 2:04:39 PM OEZ;30 - 50 Jahre;Saarlouis;Merzig;0;0;2, 5;0;0;0;0;0;0;schauen ;2;3;0;0;2;2;0;2 ;0;0;zeigen;3;"3;1";bei manchen
;2020/09/07 9:28:41 PM OEZ;30 - 50 Jahre;Saarlouis;Merzig;0;0;5, 31;0;0;0;1 ;0;2;Schauen ;2;1 ;0;0;2 ;8;0;2 ;1 ;0;Zeigen ;5 ;"3;1;2";bei manchen
;2020/09/08 3:30:06 PM OEZ;70 - 90 Jahre;Saarlouis;Merzig;0;0;15;0;0;13;0;0;3;Schauen, gucken;2;2;0;7;2;8;0;2;2;0;Zeigen;5;"1;2";bei wenigen
Merzig;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:59:38 AM OEZ;15 - 30 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;"3;1;2";bei keinen
;2020/09/07 3:42:57 PM OEZ;15 - 30 Jahre;Merzig;Merzig;0;0;5;0;0;0;0;0;2;1 ;2;1;0;0;0;1;1;2;0;0;;1;"1;2";bei keinen
;2020/09/07 3:47:46 PM OEZ;15 - 30 Jahre;Merzig;Merzig;0;0;1;0;0;0;0;1;0;schauen, gucken;2;0;0;0;0;0;0;1;0;0;zeigen;0;2;bei keinen
;2020/09/07 7:53:05 PM OEZ;15 - 30 Jahre;Merzig;Merzig;0;5;0;0;0;1;0;0;1;Gucken;2;0;0;0;0;1;0;2;0;0;;0;"3;1;2";bei keinen
;2020/09/07 12:12:23 PM OEZ;30 - 50 Jahre;Merzig;Merzig;1;0;18;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;"3;1";bei keinen
;2020/09/07 3:13:03 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;5;0;0;0;0;0;2;Schauen ;2;2 ;0;0;2 ;2;0;2;0;0;Zeigen;3;"3;1;2";bei keinen
;2020/09/07 3:25:02 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;16;Gucken;2;2;0;0;2 ;8;0;2 ;0;0;Zeigen;3, 5, 14;"3;1;2";bei keinen
;2020/09/07 10:54:03 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;1 ;0;0;0;0;0;2;Schauen;2;2;0;0;0;2;0;2;0;0;;6;1;bei keinen
;2020/09/09 6:13:18 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;1 ;0;0;0;0;0;2;Schauen;2;2;0;0;0;2;0;2;0;0;;6;1;bei keinen
;2020/09/09 9:07:22 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;2;Schauen;2;0;0;0;0;0;0;2;0;0;Zeigen;5;"3;1";bei keinen
;2020/09/13 3:42:56 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;3;schauen/gucken;2;1;0;0;0;0;0;2;0;0;zeigen;21;"3;1;2";bei keinen
;2020/09/13 5:54:43 PM OEZ;30 - 50 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;3;schauen/gucken;2;1;0;0;0;0;0;2;0;0;zeigen;21;"3;1;2";bei keinen
;2020/09/07 12:15:09 PM OEZ;50 - 70 Jahre;Merzig;Merzig;0;0;0;0;0;0;0;0;2;;2;2 ;0;0;0;8;0;2;0;0;;11;"3;1";bei keinen
;2020/09/07 12:47:43 PM OEZ;50 - 70 Jahre;Merzig;Merzig;0;0;1;0;0;0;0;0;2;;2;0;0;0;0;8;0;2;0;0;;3 ;"3;1";bei keinen
;2020/09/07 3:21:04 PM OEZ;50 - 70 Jahre;Merzig;Merzig;0;0;2, 18;0;0;0;0;0;3;sehen, schauen;2;2;0;0;2;1;0;2;0;0;;3 ;1;bei keinen
;2020/09/07 9:38:20 PM OEZ;50 - 70 Jahre;Merzig;Merzig;0;0;11, 12;0;0;0;15;3;3;Schauen;2;17;0;5;0;8, 9;0;2;0;0;Zeigen;6;"1;2";bei keinen
;2020/09/07 10:14:09 PM OEZ;50 - 70 Jahre;Merzig;Merzig;0;0;7;0;0;0;0;0;2;Schauen, sehen;2;1;0;0;2;8, 9;0;2 ;0;0;Zeigen;1;"3;1";bei keinen
