;Zeitstempel;Wie alt sind Sie?;In welchem Gebiet leben Sie aktuell (in etwa)?;Aus welchem Gebiet stammen Sie (in etwa)?;acheln;Aschpes;baldowern;beganneft;Boker;dibbern / diwwern;Goi;kapores;lau;lugen / louen ;malochen;Reibach / Rebbes;schaskeln;Schawwes;schicker / beschickert;Schmu;Schores;Stuss;Toches / Dokes;tof;weisen ;Zores;Woher kennen Sie die Wörter? (Mehrfachnennung möglich);Wussten Sie, dass diese Wörter aus dem Jiddischen stammen?
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:54:20 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;2;Schauen;2;0;2 ;0;0;8;0;2 ;0;0;;16;"3;1";bei keinen
;2020/09/07 12:12:57 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;Schauen;1;0;0;0;0;2 ;0;2;0;0;;5;3;bei keinen
;2020/09/07 12:37:11 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;1;1;3;bei keinen
;2020/09/07 12:37:38 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;3;;0;0;0;0;0;1;0;2;0;0;;11, 14;1;bei keinen
;2020/09/07 1:49:37 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;2;1;0;0;0;1;0;0;0;0;Zeigen ;1;"3;1";bei keinen
;2020/09/07 2:02:04 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;;2;1;0;0;0;3;1;1;0;0;Etwas zeigen ;1;"3;1;2";bei keinen
;2020/09/07 2:42:05 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;5, 18;0;0;0;0;0;0;Schauen, sehen;2;2;0;0;2;0;0;2;0;0;Zeigen ;3;1;bei keinen
;2020/09/07 2:59:17 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;;1;3;bei keinen
;2020/09/07 3:08:43 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;9, 10;0;0;0;0;0;0;schauen;2;2;0;0;0;8;0;2;2;0;;3;"3;1";bei keinen
;2020/09/07 3:12:17 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;2, 5;0;0;0;0;0;2;schauen;2;0;0;0;2;8;0;2 ;0;0;;6;"3;1";bei keinen
;2020/09/07 3:33:23 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;11, 12;0;0;0;0;0;0;Schauen ,betrachten ;2;17 ;0;0;0;6, 12;0;2;0;0;Zeigen ,erklären ;5;"3;1";bei keinen
;2020/09/07 5:16:04 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;5, 31;0;0;0;0;0;2;;2;2;0;0;2;1;0;2;0;0;Zeigen, erklären;3;"3;1";bei keinen
;2020/09/07 8:05:44 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;1;0;2 ;0;0;;1 ;3;bei keinen
;2020/09/07 8:58:26 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;schauen;2;1 ;0;0;0;0;0;2;0;0;zeigen ;1;"3;1;2";bei keinen
;2020/09/07 9:15:17 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;1;;2;2;0;0;1;6;0;2;0;0;zeigen;5 ;"3;1";bei keinen
;2020/09/07 9:57:40 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;1;2;17;0;0;0;3, 7;0;2;0;0;zeigen;5;"3;1;2";bei keinen
;2020/09/07 10:31:16 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;Schauen;2;1;0;0;2;2;1;2 ;0;0;Etwas zeigen;1;2;bei keinen
;2020/09/07 11:17:04 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;"3;1";bei keinen
;2020/09/08 1:52:29 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;1;0;2;0;0;;11;"1;2";bei keinen
;2020/09/08 1:54:19 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;1;0;1;0;0;;1;"1;2";bei keinen
;2020/09/08 6:59:50 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;13;0;0;0;0;0;0;;2;7;0;0;2;8;0;2;0;0;zeigen;11;1;bei keinen
;2020/09/08 10:59:57 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1 ;0;0;0;0;0;0;(Mal) Schauen;2;17;0;0;2;2, 8;0;2;0;0;Zeigen;5 ;"3;1";bei keinen
;2020/09/09 1:50:50 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1 ;0;0;0;0;0;0;;1 ;1 ;0;0;0;1;0;1 ;0;0;Nein;1 ;"3;2";bei keinen
;2020/09/09 2:17:23 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;4;0;0;0;0;0;0;schauen;2;17;0;0;0;8, 9;0;2;0;0;etw zeigen;5;"3;1";bei keinen
;2020/09/09 5:09:52 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;2;2;0;0; 2 ;8;8;2;0;0;Zeigen;5;"3;1";bei keinen
;2020/09/09 10:23:10 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;1;1;gucken/schauen;2;17;0;0;2;1;0;2;0;0;zeigen;13;"3;1";bei keinen
;2020/09/10 8:33:54 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;1;0;2 ;0;0;;1 ;3;bei keinen
;2020/09/12 11:06:47 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;0;0;2;schauen;2;2;0;0;2;8;0;2;0;0;zeigen;5;"3;1";bei keinen
;2020/09/07 3:09:04 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;9;0;0;0;0;1;3;Schauen;2;2, 6, 17;0;0;2;2;0;2;2;0;Zeigen;5, 6;"3;1;2";bei keinen
;2020/09/07 4:21:59 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;"1;2";bei keinen
;2020/09/07 7:38:25 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;3;3;sehen;2;2;0;0;2;8;0;2;2;0;etwas zeigen;3, 6;"3;1";bei keinen
;2020/09/07 8:21:23 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;0;3;Schauen;2;2;0;0;5;27;0;2;0;0;Zeigen;6;3;bei keinen
;2020/09/07 8:21:32 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;7;0;0;2;0;0;3;Schauen, ;2;0;0;0;1;0;1;1;0;0;1;1;1;bei keinen
;2020/09/07 8:26:19 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;4, 9;0;0;0;0;0;16;schauen ;2;2;0;0;0;3, 9;0;2;0;0;zeigen ;6;3;bei keinen
;2020/09/07 8:28:28 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;31;0;0;0;0;0;3;Gucken;2;2;0;0;0;8;0;2;0;0;zeigen;6;"3;1;2";bei keinen
;2020/09/07 8:53:35 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;schauen;1;1;0;0;0;1;0;2;0;0;zurechtweisen;1;"3;1";bei keinen
;2020/09/07 9:33:29 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1 ;0;0;0;0;0;1 ;1 ;2;2;0;0;1 ;1 ;0;1 ;0;0;Zeigen ;7;"3;1";bei keinen
;2020/09/07 10:05:06 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;Schauen;2;1;0;0;1;8;0;2;0;0;;1;"3;1";bei keinen
;2020/09/07 10:09:11 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;9;3;0;13;10;0;3;schauen;2;17;0;0;0;1;0;2;0;0;zeigen;1;"3;1;2";bei keinen
;2020/09/07 10:18:36 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;schauen;2;17;0;0;0;9, 26;0;2;0;0;zeigen;5;"3;1";bei keinen
;2020/09/07 10:55:29 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;;1;1;0;0;0;1;0;1;0;0;1;1;3;bei keinen
;2020/09/08 8:19:24 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;0;1;schauen ;2;2;0;0;2;9;0;2 ;0;0;;19;"1;2";bei keinen
;2020/09/08 5:15:17 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;2;0;0;0;0;0;0;1;2;Schauen;2;1 ;0;0;2 ;1 ;0;2;2;0;;1;"3;1;2";bei keinen
;2020/09/08 8:07:52 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;0;3;Schauen;2;2;0;0;2;24;0;2;0;0;Zeigen;6;"3;1;2";bei keinen
;2020/09/08 9:33:38 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;2;2;0;0;0;0;0;2 ;0;0;;0;2;bei keinen
;2020/09/08 10:16:26 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;schauen,  gucken;2;2;0;0;0;2;0;2;0;0;zeigen;5 ;"3;1";bei keinen
;2020/09/09 5:33:15 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;3;10, 19;Schauen;2;2;0;0;0;24;0;2;0;0;;6;"3;1";bei keinen
;2020/09/10 3:38:47 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;7;0;0;0;0;3;16;schauen, gucken;2;2;0;0;2 ;26;0;2;0;0;zeigen ;5;"1;2";bei keinen
;2020/09/12 10:37:37 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;2;0;0;0;0;0;0;1;2;Schauen;2;1 ;0;0;2 ;1 ;0;2;2;0;;1;"3;1;2";bei keinen
;2020/09/19 9:06:55 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;12;0;0;0;0;0;2;Gucken;2;2;0;0;0;8, 9;0;2;0;0;Zeigen;6;"3;1;2";bei keinen
;2020/09/07 8:32:50 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;1;3;;2;2;0;0;6;8;0;2;0;0;Zeigen;6;"3;1";bei keinen
;2020/09/08 8:22:23 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;12;3;0;Schauen;2;2;0;0;2 ;8;0;2;2;1;Zeigen;5;"3;1";bei keinen
;2020/09/09 9:53:02 AM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;12;3;0;Schauen;2;2;0;0;2 ;8;0;2;2;1;Zeigen;5;"3;1";bei keinen
;2020/09/09 3:31:29 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;9;0;0;0;0;0;16;Kucken, sehen;2;21;0;1;0;1;0;2;0;0;zeigen ;5 ;"3;2";bei keinen
;2020/09/18 10:23:27 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;12;0;0;0;0;3;2;schauen;2;2;0;0;1;4;0;2;2;0;zeigen;20;"3;1;2";bei keinen
;2020/09/11 5:22:32 PM OEZ;über 90 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;3;1;0;10;0;1;1;15;1 ;2;2;0;Etwas zeigen;5, 6;"3;2";bei keinen
;2020/09/09 3:45:04 PM OEZ;jünger als 15 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;4;bei keinen
;2020/09/09 3:45:41 PM OEZ;jünger als 15 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;gucken;0;0;0;0;0;0;0;2;0;0;;0;"1;2";bei keinen
;2020/09/09 3:46:07 PM OEZ;jünger als 15 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;4;bei keinen
;2020/09/15 12:31:40 PM OEZ;jünger als 15 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;0;2;schauen;2;2;0;0;0;9;0;2;0;0;;5;"1;2";bei keinen
;2020/09/07 11:41:22 AM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;2;schauen;2;0;0;0;0;2;0;2;0;0;zeigen;6;"1;2";bei manchen
;2020/09/07 6:52:57 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;"3;2";bei manchen
;2020/09/08 6:29:55 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;schauen;0;0;0;0;0;0;0;2;0;0;zeigen;0;1;bei manchen
;2020/09/07 10:44:46 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;14, 15;0;0;0;0;0;3, 16;Schauen, blicken;2;18;0;0;0;2;0;0;2;0;Zeigen;24;"3;1";bei manchen
;2020/09/07 11:00:27 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;18;0;0;0;0;0;2;schauen, abwarten;2;2, 6;0;0;2;1;0;2;0;0;;5;"3;1;2";bei manchen
;2020/09/07 4:06:57 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;1;1 ;1;1;0;0;0;1;0;1;0;0;;1;"3;1";bei manchen
;2020/09/07 4:51:19 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;2, 3;0;0;0;3;0;0;1;Schauen;2;19;0;0;2;9;0;2;0;0;Zeigen;6;1;bei manchen
;2020/09/07 5:55:57 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;4;0;0;16;Kucken, schauen;2;6 ;0;4 ;3;2;4;2 ;2;0;Zeigen;3;"3;1;2";bei manchen
;2020/09/07 11:26:49 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;3;1;1;Schauen, gucken;2;6;0;3;2;8;1;2;0;0;zeigen;3;"3;1;2;Ich lese viel und interessiere mich für das Judentum";bei manchen
;2020/09/08 6:51:44 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;19;0;0;2;0;0;2, 17;Schauen;2;6;0;0;0;2;0;2;0;0;Etwas zeigen;11;"3;1";bei manchen
;2020/09/08 11:42:26 AM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;0;2, 3;schauen ;2;17;0;0;2;2;0;2 ;0;0;Etwas zeigen;2, 6;"3;1;2";bei manchen
;2020/09/09 3:44:15 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;7, 9;0;0;5;0;2;2;schauen, hinsehen ;2;2, 3;0;0;2, 4;9, 21;0;2;0;0;zeigen;3, 6, 17;"3;1";bei manchen
;2020/09/12 7:33:13 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;0;0;3;Schauen ;2;8;0;0;0;2;0;2;0;0;;11;"3;1";bei manchen
;2020/09/07 1:07:20 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;7, 9;0;0;11;0;0;0;Schauen;2;2;0;5;2;4, 8;0;2;0;0;;5;"1;2";bei manchen
;2020/09/07 7:31:59 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;0;2;schauen, gucken;2;2;0;0;2;2;0;2;5;0;zeigen;5;"3;2";bei manchen
;2020/09/07 7:42:52 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;3;2;Schauen ;2;2;0;0;0;8;0;3;2;0;Zeigen;5, 12;"3;1";bei manchen
;2020/09/07 8:58:03 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2, 18;0;0;0;0;0;2;schauen ;2;2;0;0; 2;3;0;2 ;2;0;zeigen ;14;"3;1";bei manchen
;2020/09/07 9:51:20 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;3;0;2;Schauen;2;2;0;0;2 ;9;1;2;0;0;Zeigen;3;"3;1";bei manchen
;2020/09/07 10:27:41 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;2;0;2;0;0;0;0;0;2;sehen ;2;9;0;0;0;2;0;2 ;2;0;zeigen;5 ;"1;2";bei manchen
;2020/09/07 10:33:07 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;0;2, 3, 14;Gucken, schauen;2;2;0;0;2;6;0;2;0;0;(vor-)zeigen;18;"3;2;Historische Literatur";bei manchen
;2020/09/07 10:56:29 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;12;0;0;0;3;0;0;Schauen;2;2;0;3;2;13;0;2;0;0;Zeigen;3, 6;1;bei manchen
;2020/09/08 7:07:38 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;3;0;2;Schauen;2;2;0;0;2 ;9;1;2;0;0;Zeigen;3;"3;1";bei manchen
;2020/09/08 7:48:32 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;9;1;0;Schauen;2;1;0;0;0;1;0;2;0;0;Zeigen;5;1;bei manchen
;2020/09/08 4:46:20 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;1;0;4;0;0;0;0;0;1;Gucken;2;2;0;1 ;4;9, 13;1 ;2 ;2;0;Zeigen ;6;"1;2";bei manchen
;2020/09/08 5:45:09 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;9;0;0;12;0;0;3;schauen;2;1;0;0;0;1;0;0;0;0;zeigen; 5;"1;2";bei manchen
;2020/09/08 7:09:17 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;0;0;2;schauen ;2;2;0;0; 2;3;0;2;2;0;zeigen ;14;"3;1";bei manchen
;2020/09/08 9:21:58 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;9;1;0;Schauen;2;1;0;0;0;1;0;2;0;0;Zeigen;5;1;bei manchen
;2020/09/09 7:06:11 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;1;0;4;0;0;0;0;0;1;Gucken;2;2;0;1 ;4;9, 13;1 ;2 ;2;0;Zeigen ;6;"1;2";bei manchen
;2020/09/11 1:15:16 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;3;2;Schauen ;2;2;0;0;0;8;0;3;2;0;Zeigen;5, 12;"3;1";bei manchen
;2020/09/09 1:06:25 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;9;0;0;0;20;0;0;Schauen;2;2;0;0;0;23;0;2;0;0;;5;"3;1;2";bei manchen
;2020/09/19 9:16:55 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;12;0;0;14;0;0;2;Schauen;2;2;0;1;2;6;1;2;2;2;Zeigen;3, 11;"3;1;2";bei manchen
;2020/09/22 12:54:16 AM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;13;7;0;0;schauen;2;2;0;0;2;7;0;2;2;3;zeigen;1;"3;1";bei manchen
;2020/09/07 11:46:09 AM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;3;schauen ;1;0;0;0;0;0;0;2;0;0;;0;"1;2";bei vielen
;2020/09/07 11:35:34 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;31;0;0;0;6;0;0;Schauen;2;2;0;3;0;0;0;2;0;0;Zeigen;5 ;"1;2";bei vielen
;2020/09/07 1:37:47 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;0;3;21;Schauen;2;2;0;0;2, 10;3;0;2;4;4;;5;"3;1";bei vielen
;2020/09/07 1:50:20 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;0;;1;1;0;0;1;1;0;1;0;0;;1;3;bei vielen
;2020/09/07 5:42:29 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;2;0;2;0;0;9;6;3;2;Schauen;2;2;2;0;2;11, 23;0;2;2;3;;3, 6;"3;1;2";bei vielen
;2020/09/07 7:13:05 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;31;0;0;0;6;0;0;Schauen;2;2;0;3;0;0;0;2;0;0;Zeigen;5 ;"1;2";bei vielen
;2020/09/07 7:39:05 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;5;0;0;0;3;3;2;Schauen;2;2;0;3;2;8;0;2;2;2;;3;"3;1;2";bei vielen
;2020/09/07 10:00:19 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;2;0;0;0;3, 8;3;2;schauen ;2;2, 17;0;3, 12;2 ;8;0;2, 3;2;0;zeigen (Jiddisch?);3, 6;"3;1;2";bei vielen
;2020/09/07 11:14:51 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;"1;2";bei vielen
;2020/09/09 11:30:52 AM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;10;1;0;3;Schauen;2;17;0;0;0;1;0;2;0;0;Zeigen;5;"3;1";bei vielen
;2020/09/09 3:35:59 PM OEZ;50 - 70 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;2;schauen;2;17;0;0; 2;6;0;2;0;0;1;6;1;bei vielen
;2020/09/07 5:13:20 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;5;0;2;0;11;3;0;schauen;2;2;0;6;1;8;0;2;2;0;zeigen;3, 5;"3;Von Jugend an Zum Beispiel ist ein Lehrer ein Dookesmagaiker";bei vielen
;2020/09/08 9:31:29 AM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;2;3, 7;5;2;3, 4;14;6;3;2;Schauen ;2;2;2;11;2;8;1;2;2;2;Zeigen;3 ;"3;1;Im Dorf gesprochen";bei vielen
;2020/09/08 11:21:27 AM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;4;10;0;0;15;6, 8;0;11;Gucken;2;6, 17;2;0;0;10;0;2;0;0;;5;1;bei vielen
;2020/09/09 4:03:01 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;3;0;2;Schauen;2;2;0;3;2;8;0;3;2;0;;3;"3;1;2";bei vielen
;2020/09/15 12:05:33 PM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;0;0;21;0;0;0;0;0;0;(hin)schauen;2;2;0;0;2;6;0;2;0;0;;3;1;bei vielen
;2020/09/22 10:21:22 AM OEZ;70 - 90 Jahre;Saarlouis;Saarlouis;2, 3;0;5;0;5;5;3;3;2;schauen;2;2;0;0;2, 4;8;0;2;2;2;zeigen;3, 5;"3;1;2";bei vielen
;2020/09/22 10:19:05 AM OEZ;über 90 Jahre;Saarlouis;Saarlouis;2, 3;0;5, 7, 9;0;5;5;14;3, 5;2, 3;schauen;2;2;0;0;2, 4;8;4;2;2;2;zeigen;3, 5;"3;1;2";bei vielen
;2020/09/07 12:30:13 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;1 ;0;0;0;0;0;0;0;1 ;0;0;;0;3;bei wenigen
;2020/09/07 12:33:11 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;1;;0;0;0;0;1;0;0;2 ;0;0;1;1;"3;1";bei wenigen
;2020/09/07 12:34:44 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;1 ;0;0;0;0;0;1 ;1 ;0;0;0;0;1 ;0;1 ;0;0;1 ;0;"1;2";bei wenigen
;2020/09/07 12:52:43 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;1;0;0;3;schauen, gucken;2;1;0;0;0;2;1;2;0;0;zeigen;5, 6;"3;1;2";bei wenigen
;2020/09/07 1:33:45 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;;1;1;bei wenigen
;2020/09/07 4:30:18 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;schauen/gucken ;2;0;0;0;0;0;0;2;0;0;;3;"3;1";bei wenigen
;2020/09/07 4:58:40 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;1;Schauen;1;0;0;0;0;1;0;2;0;0;Jmd etwas zeigen;1;"3;1;2";bei wenigen
;2020/09/07 5:09:31 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;;0;"3;1;2";bei wenigen
;2020/09/07 7:55:27 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;8;0;0;0;0;0;0;Schauen;1;1;0;0;0;1;0;2;0;0;Zeigen;0;"1;2";bei wenigen
;2020/09/07 9:31:23 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;1;schauen;3;0;0;0;1;0;0;2;0;0;1;15;"3;1;2";bei wenigen
;2020/09/08 11:19:18 AM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;;1;1;bei wenigen
;2020/09/08 4:16:11 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;0;0;0;0;0;0;3;schauen;2;0;0;0;0;0;0;2;0;0;zeigen;6;"1;2";bei wenigen
;2020/09/08 5:38:14 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;17;0;0;0;4;0;0;Schauen ;2;0;0;0;0;2;0;2;0;0;Zeigen;4, 24;"3;1";bei wenigen
;2020/09/09 7:02:01 PM OEZ;15 - 30 Jahre;Saarlouis;Saarlouis;0;0;1;0;0;0;0;0;0;schauen;2;1;0;0;0;1;0;2;0;0;;1;"1;2";bei wenigen
;2020/09/07 12:03:21 PM OEZ;30 - 50 Jahre;Saarlouis;Saarlouis;0;0;1 ;0;0;0;0;0;1 ;1 ;1 ;1 ;0;0;0;1 ;0;1 ;0;0;1 ;1 ;1;bei wenigen
